id,source,title,url,deadline,description,scraped_at,fit,score,fit_reason,fit_match,call_summary,call_deadline
16bd204ccf3c,EIT InnoEnergy,13.06.2026 | EU Public Affairs Services,https://innoenergy.com/uploads/2025/06/EU-Public-Affairs-Services.zip,30.07.2025,,2026-06-01T11:34:46.881949+00:00,NO,2,"This tender is for EU Public Affairs services (lobbying, policy advocacy, institutional relations) issued by EIT InnoEnergy, which is outside DevelopMinded's core competencies in technology commercialisation, investment readiness, and deep tech go-to-market strategy.",none,"This is a Request for Proposal from EIT InnoEnergy seeking EU Public Affairs services, likely covering policy monitoring, stakeholder engagement with EU institutions, and advocacy. The contractor would be expected to provide strategic public affairs counsel, representation before EU institutions, and policy positioning support for InnoEnergy's agenda.",30.07.2025
73a34cdac62a,EIT InnoEnergy,Project Manager AI4GreenDeal,https://innoenergy.com/uploads/2025/05/AI4GreenDeal-project.zip,23.05.2025,,2026-06-01T11:34:46.882107+00:00,ERROR,0,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 75120f1c-5d3b-4441-9fbd-05d894033efb, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbcULiwBXvLjf7tLeUUJR'}",,,
6e94bc87e752,EIT InnoEnergy,Subcontracting of non-core activities for the execution of Project CRM Facility,https://innoenergy.com/uploads/2025/05/Subcontracting-of-non-core-activities-for-the-execution-of-Project-CRM-Facility.zip,22.05.2025,,2026-06-01T11:34:46.882236+00:00,ERROR,0,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 75120f1c-5d3b-4441-9fbd-05d894033efb, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbcULn8v4gwZ2LGaSwUwM'}",,,
b5bf9ee86eaf,EIT InnoEnergy,Multiple-vendor workforce data intelligence and insights,https://innoenergy.com/uploads/2025/05/Workforce-data-intelligence-and-insights-Round-2_V4.zip,Deadline for submission proposals has been changed to 15.05.2025,,2026-06-01T11:34:46.882388+00:00,ERROR,0,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 75120f1c-5d3b-4441-9fbd-05d894033efb, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbcUMgKwpR3pLxR7FKwUF'}",,,
9aed290b5f5b,EIT InnoEnergy,InnoEnergy Turkiye Representative,https://innoenergy.com/uploads/2025/04/HUB-TURKIYE-InnoEnergy-Turkiye-Representative.zip,15.04.2025,,2026-06-01T11:34:46.882519+00:00,ERROR,0,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 75120f1c-5d3b-4441-9fbd-05d894033efb, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbcUMfxd8HLXxZBbisFwc'}",,,
528954a04e2c,EIT InnoEnergy,InnoEnergy Ukraine Representative,https://innoenergy.com/uploads/2025/04/HUB-UKRAINE-InnoEnergy-Ukraine-Representative.zip,15.04.2025,,2026-06-01T11:34:46.882645+00:00,NO,2,"This tender is for a regional representative/hub role for EIT InnoEnergy in Ukraine, which is an operational/representative position rather than a consultancy services contract aligned with DevelopMinded's core offerings.",none,"This call is for an organisation to serve as EIT InnoEnergy's official representative in Ukraine, acting as a local hub for InnoEnergy's energy innovation activities in the country. The contractor would be expected to represent InnoEnergy's brand, build local partnerships, and facilitate energy sector innovation activities on the ground in Ukraine.",15.04.2025
72c416b7746c,EIT InnoEnergy,Educational Technology Platforms and Solutions for InnoEnergy Skills Institute,https://innoenergy.com/uploads/2025/04/Educational-Technology-Platforms-and-Solutions-for-InnoEnergy-Skills-Institute-1.zip,30.04.2025,,2026-06-01T11:34:46.882969+00:00,NO,1,"This tender is for educational technology platforms and solutions for EIT InnoEnergy's Skills Institute, which is entirely outside DevelopMinded's core services of technology commercialisation, investment readiness, and strategic support for deep tech ventures.",none,This call is issued by EIT InnoEnergy's Skills Institute and seeks suppliers of educational technology platforms and solutions. The contractor must deliver edtech tools or platforms to support the institute's training and skills development activities.,30.04.2025
289022f81845,EIT InnoEnergy,Online Advertising Campaign Agency,https://innoenergy.com/uploads/2025/03/Online-Advertising-Campaign-Agency.zip,18.04.2025,,2026-06-01T11:34:46.883117+00:00,ERROR,0,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 75120f1c-5d3b-4441-9fbd-05d894033efb, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbcUPBYPTy9tnvZ2fDWU1'}",,,
729c1197cf37,EIT InnoEnergy,Accommodation and housing services for The Business Booster 2025 – Lisbon,https://innoenergy.com/uploads/2025/03/Accommodation-and-housing-services-for-The-Business-Booster-2025-–-Lisbon.zip,2025-03-14,,2026-06-01T11:34:46.883367+00:00,ERROR,0,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 75120f1c-5d3b-4441-9fbd-05d894033efb, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbcUPBKF71UUTKZTKCFuB'}",,,
9ddad9459fa2,EIT InnoEnergy,EIT InnoEnergy Czechia Representative,https://innoenergy.com/uploads/2025/03/EIT-InnoEnergy-Czechia-Representative.zip,2025-03-09,,2026-06-01T11:34:46.883628+00:00,NO,2,"This tender is seeking a regional representative/hub partner for EIT InnoEnergy in Czechia, not a consultancy providing commercialisation, strategy, or bid preparation services.",none,"This call is for an EIT InnoEnergy Czechia Representative, likely a local entity to act as an official hub or country representative for EIT InnoEnergy's energy innovation network. The contractor would be expected to represent EIT InnoEnergy's interests, engage local stakeholders, and facilitate InnoEnergy activities in the Czech Republic.",2025-03-09
7ec63a707bc9,EIT InnoEnergy,EIT InnoEnergy Estonia Representative,https://innoenergy.com/uploads/2025/03/EIT-InnoEnergy-Estonia-Representative.zip,2025-03-09,,2026-06-01T11:34:46.883772+00:00,NO,2,"This tender is for an EIT InnoEnergy country representative role in Estonia, which is a regional representation/partnership position rather than a consultancy services contract aligned with DevelopMinded's core offerings.",none,"This call is for an entity to serve as EIT InnoEnergy's official representative in Estonia, acting as a local hub for the energy innovation network. The contractor would need to provide physical presence, stakeholder representation, and network facilitation on behalf of EIT InnoEnergy in the Estonian market.",2025-03-09
8c32e0545574,EIT InnoEnergy,EIT InnoEnergy Romania Representative,https://innoenergy.com/uploads/2025/03/EIT-InnoEnergy-Romania-Representative.zip,2025-03-09,,2026-06-01T11:34:46.883902+00:00,ERROR,0,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 75120f1c-5d3b-4441-9fbd-05d894033efb, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbcUPDJoXNNRJagmSjQER'}",,,
8445fae0223f,EIT InnoEnergy,EIT InnoEnergy Ukraine Representative,https://innoenergy.com/uploads/2025/03/EIT-InnoEnergy-Ukraine-Representative.zip,2025-03-09,,2026-06-01T11:34:46.884032+00:00,NO,2,"This tender is seeking a Ukraine country representative for EIT InnoEnergy, which is a geographic representation/business development role, not a consultancy engagement aligned with DevelopMinded's technology commercialisation or strategic advisory services.",none,"This call is for an EIT InnoEnergy Ukraine Representative, likely a Hub Agreement to establish a local representative or partner organisation in Ukraine. The contractor would be expected to act as an in-country liaison, network builder, and representative for EIT InnoEnergy's activities in Ukraine.",2025-03-09
2f290ff5d3bd,EIT InnoEnergy,EIT InnoEnergy Hungary Representative,https://innoenergy.com/uploads/2025/03/EIT-InnoEnergy-Hungary-Representative.zip,2025-03-09,,2026-06-01T11:34:46.884161+00:00,NO,2,"This tender is for a Hungary country representative role for EIT InnoEnergy, which is an operational/representation position rather than a consultancy services contract aligned with DevelopMinded's core offerings.",none,"This call is for an EIT InnoEnergy Hungary Representative, likely seeking an individual or organisation to act as a local hub or representative for EIT InnoEnergy's activities in Hungary. The contractor would need to represent EIT InnoEnergy, manage local stakeholder relationships, and support energy innovation activities in the Hungarian market.",2025-03-09
45767e0e1507,EIT InnoEnergy,EIT InnoEnergy Türkiye Representative,https://innoenergy.com/uploads/2025/03/EIT-InnoEnergy-Turkiye-Representative.zip,2025-03-09,,2026-06-01T11:34:46.884310+00:00,NO,1,"This tender is seeking a country representative/hub partner for EIT InnoEnergy in Türkiye, a regional representation role entirely unrelated to DevelopMinded's technology commercialisation and consultancy services.",none,"This call is for an EIT InnoEnergy Türkiye Representative, likely seeking an organisation to act as a local hub or representative partner for EIT InnoEnergy's energy innovation activities in Turkey. The contractor would be expected to represent EIT InnoEnergy's interests, facilitate local partnerships, and support the energy innovation ecosystem in Türkiye under a hub agreement.",2025-03-09
d42dc72ee658,EIT InnoEnergy,CRM Facility,https://innoenergy.com/uploads/2025/03/CRM-Facility.zip,2025-02-04,,2026-06-01T11:34:46.884606+00:00,NO,1,"This tender appears to be for a CRM (Customer Relationship Management) facility or software procurement from EIT InnoEnergy, which is unrelated to DevelopMinded's technology commercialisation and deep tech advisory services.",none,"This call from EIT InnoEnergy is titled 'CRM Facility' and likely involves the procurement or implementation of a CRM system or related services. The contractor would be expected to deliver a CRM platform, integration, or managed facility service to EIT InnoEnergy's operational needs.",2025-02-04
cb29a32adf60,EIT InnoEnergy,KIC SE BP2025-2027 PR Services,https://innoenergy.com/uploads/2025/03/KIC-SE-BP2025-2027-PR-Services.zip,2025-02-07,,2026-06-01T11:34:46.884755+00:00,ERROR,0,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 75120f1c-5d3b-4441-9fbd-05d894033efb, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbcUQepzReWThbBdjFfFZ'}",,,
e5c413ad0d7f,EIT InnoEnergy,Global Payroll platform and payroll services,https://innoenergy.com/uploads/2025/03/Global-Payroll-platform-and-payroll-services.zip,2025-01-24,,2026-06-01T11:34:46.884888+00:00,ERROR,0,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 75120f1c-5d3b-4441-9fbd-05d894033efb, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbcUR68Fxaz6mRnv9DG32'}",,,
e74244458d03,EIT InnoEnergy,Marketing communications services Skills Institute EIT InnoEnergy,https://innoenergy.com/uploads/2025/03/Marketing-communications-services-Skills-Institute-EIT-InnoEnergy.zip,2024-12-31,,2026-06-01T11:34:46.885017+00:00,NO,1,"This tender is for marketing communications and Gen Z campaign services for EIT InnoEnergy's Skills Institute, which is entirely outside DevelopMinded's core competencies in technology commercialisation, investment readiness, and strategic consulting for deep tech ventures.",none,"This call is a request for proposal from EIT InnoEnergy's Skills Institute seeking marketing communications services, specifically focused on a Gen Z campaign. The contractor must deliver creative marketing and communications outputs targeting a younger demographic audience for the Skills Institute.",2024-12-31
1a83f9a2a74b,EIT InnoEnergy,EIA study for Finland for company builder VolagHy,https://innoenergy.com/uploads/2025/03/EIA-study-for-Finland-for-company-builder-VolagHy.zip,2025-01-15,,2026-06-01T11:34:46.885179+00:00,NO,2,"This tender requires an Environmental Impact Assessment (EIA) study for Finland, which is a specialist environmental/regulatory consultancy service outside DevelopMinded's core competencies in technology commercialisation and deep tech venture support.",Regulatory pathway analysis for market entry,"This call, issued by EIT InnoEnergy, seeks a consultant to conduct an Environmental Impact Assessment (EIA) study in Finland for VolagHy, a company builder in the energy sector. The contractor must deliver a formal EIA report compliant with Finnish environmental regulations to support the project's development and permitting process.",2025-01-15
e967292f28f1,EIT InnoEnergy,Legal Services for InnoEnergy and its asset portfolio 2025-2026,https://innoenergy.com/uploads/2025/03/Legal-Services-for-InnoEnergy-and-its-asset-portfolio-2025-2026.zip,2024-12-05,,2026-06-01T11:34:46.885331+00:00,ERROR,0,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 75120f1c-5d3b-4441-9fbd-05d894033efb, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbcUS5V6NmcCJvmb4f4Pc'}",,,
8616e2a35613,EIT InnoEnergy,New corporate website,https://innoenergy.com/uploads/2025/03/New-corporate-website.zip,2024-11-29,,2026-06-01T11:34:46.885470+00:00,NO,1,"This tender is for website development/design services from EIT InnoEnergy, which has no overlap with DevelopMinded's technology commercialisation, investment readiness, or strategic consultancy services.",none,"EIT InnoEnergy is seeking a contractor to design and develop a new corporate website. The contractor must deliver a fully functional, redesigned website including UX/UI design, development, and deployment.",2024-11-29
d3235ff8a1e3,EIT InnoEnergy,VR Learning Game Development,https://innoenergy.com/uploads/2025/03/VR-Learning-Game-Development.zip,2024-11-29,,2026-06-01T11:34:46.885745+00:00,ERROR,0,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 75120f1c-5d3b-4441-9fbd-05d894033efb, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbcUSVSzS6eu3cQ11BFFA'}",,,
c2e41d2231ce,EIT InnoEnergy,Accommodation and housing services for The Business Booster 2025,https://innoenergy.com/uploads/2025/03/Accommodation-and-housing-services-for-The-Business-Booster-2025.zip,2024-12-09,,2026-06-01T11:34:46.885886+00:00,NO,1,"This tender is for accommodation and housing logistics services for an EIT InnoEnergy event, which is entirely unrelated to DevelopMinded's technology commercialisation and strategic consultancy services.",none,"This call is issued by EIT InnoEnergy seeking a supplier to provide accommodation and housing services for 'The Business Booster 2025' event. The contractor must concretely deliver hotel or housing bookings, room block management, and related logistical support for event attendees.",2024-12-09
253e13b57675,EIT InnoEnergy,Marketing communications services Skills Institute 2024,https://innoenergy.com/uploads/2025/03/Marketing-communications-services-Skills-Institute-2024.zip,2024-12-04,,2026-06-01T11:34:46.886014+00:00,NO,1,"This tender is for marketing communications services for EIT InnoEnergy's Skills Institute, which requires creative/communications agency capabilities entirely outside DevelopMinded's core consultancy services.",none,"This call is a procurement by EIT InnoEnergy for marketing communications services related to their Skills Institute initiative. The contractor must deliver marketing and communications outputs such as content creation, campaigns, and related promotional activities for the Skills Institute programme.",2024-12-04
c584aee86a20,EIT InnoEnergy,"Legal & Notary Services for Start-Ups and Scale-Ups, and Investment & Asset Management",https://innoenergy.com/uploads/2025/03/Legal-Notary-Services-for-Start-Ups-and-Scale-Ups-and-Investment-Asset-Management.zip,2024-12-08,,2026-06-01T11:34:46.886147+00:00,ERROR,0,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 75120f1c-5d3b-4441-9fbd-05d894033efb, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbcUTReKawZgRft1TfaJR'}",,,
ce860ba1135b,EIT InnoEnergy,Legal service contract Spain (2025-2026) Block 1,https://innoenergy.com/uploads/2025/03/Legal-service-contract-Spain-2025-2026-Block-1.zip,2024-11-20,,2026-06-01T11:34:46.886286+00:00,NO,1,"This tender is for legal services in Spain, which falls entirely outside DevelopMinded's service offerings in technology commercialisation, investment readiness, and strategic consulting.",none,"This is a procurement by EIT InnoEnergy for legal services in Spain covering 2025-2026. The contractor must deliver legal advisory and support services, likely covering contract law, compliance, and corporate matters in the Spanish jurisdiction.",2024-11-20
a7cdbf3e92c1,EIT InnoEnergy,Head of Sales – Skills Institute,https://innoenergy.com/uploads/2025/03/Head-of-Sales-–-Skills-Institute.zip,2024-11-09,,2026-06-01T11:34:46.886418+00:00,NO,1,"This tender is a recruitment/staffing request for a Head of Sales position at EIT InnoEnergy's Skills Institute, which is entirely unrelated to DevelopMinded's technology commercialisation and strategic consultancy services.",none,"This call is a request for proposal to fill a Head of Sales role at EIT InnoEnergy's Skills Institute, a workforce development initiative focused on the energy transition. The contractor must provide or place a senior sales executive to drive revenue and partnerships for the Skills Institute.",2024-11-09
a1d95c22a1f1,EIT InnoEnergy,KIC SE BP2023-2024 CFS audit Services,https://innoenergy.com/uploads/2025/03/KIC-SE-BP2023-2024-CFS-audit-Services.zip,2024-11-04,,2026-06-01T11:34:46.886550+00:00,NO,1,"This tender is for financial audit services (CFS - Cost/Financial Statement audit) for EIT InnoEnergy, which is entirely outside DevelopMinded's service offerings in technology commercialisation and strategic consultancy.",none,"This call is for audit services related to KIC InnoEnergy's Business Plan 2023-2024, specifically a Cost/Financial Statement (CFS) audit. The contractor must deliver certified financial audit work for an EIT Knowledge and Innovation Community, requiring qualified auditors rather than commercialisation consultants.",2024-11-04
e2e5d8f76985,EIT InnoEnergy,General counsel to VolagHy,https://innoenergy.com/uploads/2025/03/General-counsel-to-VolagHy.zip,2024-10-25,,2026-06-01T11:34:46.886676+00:00,ERROR,0,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 75120f1c-5d3b-4441-9fbd-05d894033efb, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbcUUQX8aiLEL4SBc9tVP'}",,,
357d4bfd4c89,EIT InnoEnergy,Business Savvy Program,https://innoenergy.com/uploads/2025/03/Business-Savvy-Program.zip,2024-10-18,,2026-06-01T11:34:46.886805+00:00,MAYBE,5,"EIT InnoEnergy's Business Savvy Program likely involves commercialisation and business development support for energy innovators, which aligns with DevelopMinded's core services, but the lack of a readable description and binary file content makes it impossible to confirm scope, deliverables, or eligibility requirements.",Technology commercialisation and exploitation of research results,"This tender is from EIT InnoEnergy for a 'Business Savvy Program', which typically provides business and commercialisation training/support to energy-sector startups and innovators. The contractor would likely be expected to deliver structured business development, go-to-market, or investment readiness support to programme participants, but the actual deliverables cannot be confirmed due to unreadable binary file content.",2024-10-18
70035d3b5f89,EIT InnoEnergy,"Sales Agent, Quebec Canada",https://innoenergy.com/uploads/2025/03/Sales-Agent-Quebec-Canada.zip,2024-09-27,,2026-06-01T11:34:46.887083+00:00,NO,1,"This tender is for a Sales Agent role in Quebec, Canada, which is entirely unrelated to DevelopMinded's technology commercialisation, EU funding, or deep tech consultancy services.",none,"This is an EIT InnoEnergy procurement seeking a Sales Agent based in Quebec, Canada. The contractor would be expected to perform sales representation and business development activities in the Canadian market on behalf of EIT InnoEnergy.",2024-09-27
37c8336a11e3,EIT InnoEnergy,Marketing communications support NA,https://innoenergy.com/uploads/2025/03/Marketing-communications-support-NA.zip,2024-10-04,,2026-06-01T11:34:46.887245+00:00,ERROR,0,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 75120f1c-5d3b-4441-9fbd-05d894033efb, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbcUWyV5194AwujCPZ4HX'}",,,
a94566f03d77,EIT InnoEnergy,Exhibition set-up for The Business Booster 2024,https://innoenergy.com/uploads/2025/03/Exhibition-set-up-for-The-Business-Booster-2024.zip,2024-08-21,,2026-06-01T11:34:46.887394+00:00,ERROR,0,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 75120f1c-5d3b-4441-9fbd-05d894033efb, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbcUXFR2Ymb8fLR3ByyeD'}",,,
84750dd8bbf2,EIT InnoEnergy,EBA 2022-2024 – CFS audit Services,https://innoenergy.com/uploads/2025/03/EBA-2022-2024-–-CFS-audit-Services.zip,2024-09-03,,2026-06-01T11:34:46.887531+00:00,NO,1,"This tender is for financial audit services (Certificates of Financial Statements) related to EBA grants, which is an accounting/auditing function entirely outside DevelopMinded's consultancy services.",none,This call from EIT InnoEnergy concerns CFS (Certificate of Financial Statements) audit services for EBA (European Battery Alliance) grants covering the 2022-2024 period. The contractor must deliver certified financial audits of grant expenditures in compliance with EU funding rules.,2024-09-03
874d8eb1f0b7,EIT InnoEnergy,Media partnership in Sweden,https://innoenergy.com/uploads/2025/03/Media-partnership-in-Sweden.zip,2024-06-24,,2026-06-01T11:34:46.887669+00:00,NO,1,"This tender is for a media partnership in Sweden, likely involving marketing/PR services, which has no relevance to DevelopMinded's technology commercialisation and deep tech advisory services.",none,"This is an EIT InnoEnergy request for proposal seeking a media partner in Sweden, likely for communications, advertising, or content distribution purposes. The contractor would be expected to deliver media coverage, advertising placements, or related communications services in the Swedish market.",2024-06-24
d671acdef862,EIT InnoEnergy,Legal Services for Canadian Business Activities,https://innoenergy.com/uploads/2025/03/Legal-Services-for-Canadian-Business-Activities.zip,2024-06-20,,2026-06-01T11:34:46.887804+00:00,NO,1,"This tender is for legal services related to Canadian business activities, which is entirely outside DevelopMinded's core competencies in technology commercialisation, investment readiness, and EU innovation support.",none,This is a procurement by EIT InnoEnergy seeking legal services to support its business activities in Canada. The contractor would be required to deliver legal advisory and/or representation services for Canadian-jurisdiction matters.,2024-06-20
f58fd9eb53af,EIT InnoEnergy,Product Manager InnoEnergy Skills Institute,https://innoenergy.com/uploads/2025/03/Product-Manager-InnoEnergy-Skills-Institute.zip,2024-06-14,,2026-06-01T11:34:46.887939+00:00,ERROR,0,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 75120f1c-5d3b-4441-9fbd-05d894033efb, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbcUXQG6AicpZXLMUgcyM'}",,,
37803ab1b683,EIT InnoEnergy,Senior Advisor Battery Value Chain,https://innoenergy.com/uploads/2025/03/Senior-Advisor-Battery-Value-Chain.zip,2024-05-24,,2026-06-01T11:34:46.888062+00:00,MAYBE,4,"This tender seeks a senior individual advisor with deep domain expertise in the battery value chain for EIT InnoEnergy, which is closer to a specialist industry expert role than DevelopMinded's core commercialisation and strategy consultancy services.",Go-to-market strategy and market intelligence,"This is a request for proposal from EIT InnoEnergy for a Senior Advisor specialising in the battery value chain, likely to support strategic analysis, ecosystem development, or commercialisation activities within the energy storage sector. The contractor would be expected to provide high-level advisory input on battery industry dynamics, value chain mapping, and potentially stakeholder engagement or market intelligence.",2024-05-24
2403d1a7e8ef,EIT InnoEnergy,Contract for grant support services,https://innoenergy.com/uploads/2025/03/Contract-for-grant-support-services.zip,2024-05-13,,2026-06-01T11:34:46.888192+00:00,ERROR,0,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 75120f1c-5d3b-4441-9fbd-05d894033efb, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbcUYPK4TUHZw4428a2uu'}",,,
